app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
284160,0,0,7/29/2022,TRUE,50.7,4018619,122
730,3,0,8/29/2016,FALSE,895.5,4040746,123
1172470,0,0,7/22/2022,FALSE,55.4,4171159,124
435150,0,0,6/9/2020,TRUE,858.1,4260271,125
582660,0,0,3/19/2021,TRUE,35.1,4270852,126
1091500,2,0,10/30/2022,TRUE,18.1,4342403,127
518790,0,0,3/30/2021,TRUE,83.3,4428786,128
359550,0,0,12/26/2016,TRUE,743.8,4469817,129
105600,2,0,10/9/2016,TRUE,528.3,4470638,130
271590,0,0,10/14/2022,FALSE,3.8,4622710,131
252490,0,0,10/10/2022,TRUE,75.8,4623062,132
431960,0,0,9/28/2021,TRUE,15.9,4749905,133
613100,0,0,11/4/2022,TRUE,112.3,4803422,134
599140,0,0,5/7/2020,TRUE,36.8,4823634,135
252490,0,0,6/27/2019,TRUE,698.9,4943924,136
218620,0,0,4/5/2020,TRUE,58.3,5110504,137
570940,348,39,12/11/2021,FALSE,73.3,5136277,138
397540,0,0,7/18/2020,TRUE,86.3,5227423,139
620980,0,0,11/22/2018,TRUE,161.9,5254093,140
39210,0,0,4/9/2021,TRUE,123.1,5261084,141
236850,2,0,7/1/2019,TRUE,612.5,5458897,142
518790,0,0,9/2/2017,TRUE,16.8,5498961,143
107410,0,0,3/8/2020,TRUE,594.6,5557878,144
570,11,3,12/10/2016,FALSE,380.7,5693273,145
306130,3,0,11/3/2017,FALSE,788.5,5738347,146
271590,0,0,4/14/2015,TRUE,52.1,5773446,147
107410,0,0,6/29/2019,TRUE,898.7,5817561,148
107410,0,0,7/5/2019,TRUE,640.5,5853461,149
1222670,0,0,4/23/2021,TRUE,45.7,5931020,150
1196590,0,0,7/3/2022,TRUE,19,5935019,151
620980,0,0,7/9/2020,TRUE,64.7,5995957,152
394360,0,0,6/28/2019,TRUE,705.8,6037396,153
1063730,2,0,10/16/2021,FALSE,219.7,6167051,154
218620,2,0,6/23/2016,TRUE,29.5,6367896,155
368260,0,0,12/13/2022,TRUE,66.4,6574194,156
438100,0,0,12/22/2021,TRUE,955.5,6644419,157
244210,0,0,10/8/2022,TRUE,40,6651828,158
1599340,0,0,5/28/2022,TRUE,91.9,6965470,159
1332010,4,3,7/20/2022,TRUE,3.8,6968058,160
620980,0,0,2/27/2019,TRUE,36.4,7022847,161
394360,0,2,1/21/2018,TRUE,643.1,7075881,162
275850,0,0,6/10/2021,TRUE,602.5,7090732,163
359550,0,0,6/15/2018,TRUE,209.3,7104936,164
105600,0,0,4/23/2016,TRUE,698.4,7177250,165
1091500,0,0,1/3/2021,FALSE,61.4,7459076,166
291550,0,0,2/11/2021,TRUE,54,7565906,167
1332010,0,0,7/19/2022,TRUE,5.7,7716904,168
570,0,0,3/17/2018,TRUE,251.9,7844204,169
1938090,0,0,11/28/2022,FALSE,17.1,7909145,170
431960,0,0,10/3/2021,TRUE,9.6,8024475,171
261550,0,0,10/25/2021,TRUE,159.1,8064905,172
306130,0,7,12/26/2019,FALSE,491.4,8262329,173
1384160,0,0,9/23/2022,FALSE,3.7,8392451,174
271590,2,0,11/23/2017,TRUE,893,8394366,175
814380,4,2,6/28/2020,FALSE,15,8519367,176
107410,0,0,12/10/2017,TRUE,21.3,8531640,177
250900,0,0,4/9/2018,TRUE,139.8,8558177,178
292030,5,0,4/7/2021,TRUE,145.9,8581786,179
236850,0,0,2/19/2020,TRUE,514.3,8639091,180
230410,0,0,6/5/2018,TRUE,383.7,8680129,181
1817070,2,0,8/12/2022,TRUE,55.2,8769058,182
534380,2,0,2/20/2022,TRUE,151.1,8812363,183
1091500,0,0,9/28/2022,TRUE,28.6,8820597,184
1599340,0,0,2/19/2022,TRUE,60.1,9022231,185
686810,0,0,11/28/2022,TRUE,255,9050475,186
599140,0,0,3/16/2021,TRUE,7.3,9112647,187
250900,0,0,7/21/2021,TRUE,446.9,9345437,188
239030,0,0,1/16/2022,TRUE,8.2,9539828,189
218620,21,0,10/19/2015,FALSE,30.7,9610771,190
304390,0,0,2/25/2017,FALSE,5,9615749,191
284160,0,0,11/26/2018,TRUE,76.5,9651693,192
289070,0,0,11/27/2020,TRUE,165.7,9656139,193
703080,0,0,7/10/2022,TRUE,544.8,9759213,194
386360,0,0,1/11/2022,TRUE,118.1,9794072,195
1174180,0,0,5/22/2022,TRUE,96.4,9794348,196
264710,0,0,2/13/2022,TRUE,65.9,9836847,197
271590,0,0,5/27/2017,FALSE,21.9,9837670,198
1172470,0,0,1/15/2021,FALSE,44,9916497,199
346110,2,2,12/19/2020,FALSE,134.1,10113034,200
1248130,0,0,11/22/2021,TRUE,138.4,10137104,201
271590,2,0,4/14/2020,TRUE,147.8,10304595,202
304390,4,0,4/25/2021,FALSE,42.5,10567745,203
1426210,0,0,4/17/2021,TRUE,50.3,10593326,204
440900,2,2,4/5/2022,FALSE,32.1,10633242,205
552990,0,0,2/10/2022,TRUE,36,10965324,206
493340,0,0,11/17/2016,FALSE,186.5,11034541,207
1938090,0,0,12/22/2022,FALSE,123.2,11131971,208
244850,0,0,2/19/2015,TRUE,540.7,11143713,209
306130,0,0,11/27/2020,TRUE,95.3,11148267,210
1174180,0,0,2/24/2022,TRUE,76,11344029,211
1794680,0,0,2/15/2022,TRUE,36.5,11451916,212
1151340,0,0,2/19/2021,TRUE,26.8,11452779,213
703080,0,0,11/16/2022,FALSE,8.1,11530062,214
294100,0,0,12/10/2022,TRUE,176.9,11584159,215
1527950,0,0,12/10/2021,TRUE,117.3,11618879,216
431960,0,0,7/1/2019,TRUE,18,11632090,217
1794680,0,0,11/23/2022,TRUE,29.8,11647534,218
730,2,0,1/10/2018,TRUE,708.6,11902299,219
221680,0,0,11/18/2022,TRUE,103.6,11909571,220
216150,0,0,11/25/2012,TRUE,88.5,11960888,221
294100,2,3,6/25/2017,TRUE,45,11964986,222
264710,2,0,2/14/2018,TRUE,123.6,12035356,223
255710,0,0,4/6/2022,TRUE,257.9,12056866,224
1361210,18,0,11/30/2022,FALSE,165.5,12104501,225
975370,0,0,12/22/2022,TRUE,24.3,12159611,226
394360,0,0,8/13/2022,TRUE,179.7,12241689,227
1151340,0,0,5/18/2020,TRUE,252.7,12363223,228
1250410,0,0,8/18/2020,TRUE,128.1,12446603,229
244850,0,0,11/21/2019,TRUE,8.2,12691232,230
976730,0,0,12/21/2019,TRUE,167.9,12696826,231
252490,0,0,9/10/2021,TRUE,151.8,12977263,232
1245620,0,0,3/27/2022,TRUE,160.9,13137248,233
1091500,2,0,12/10/2020,TRUE,77.3,13277174,234
236390,0,0,4/17/2017,TRUE,10.5,13489665,235
1091500,0,0,10/13/2022,TRUE,46.3,13511263,236
613100,0,0,1/16/2020,TRUE,14.5,13774658,237
236390,0,0,7/7/2016,TRUE,3.4,13879825,238
1172620,0,0,5/15/2021,TRUE,27.5,13907387,239
292030,0,0,5/13/2020,TRUE,145.2,1373201,240
1919590,0,0,11/29/2022,TRUE,49.7,1467696,241
489830,2,0,11/25/2020,TRUE,307.6,1476855,242
570,2,0,2/13/2014,TRUE,214.6,1538540,243
1172620,0,0,12/30/2021,TRUE,385.7,1586796,244
4000,0,0,11/27/2020,TRUE,322.8,1702828,245
377160,0,0,7/30/2021,TRUE,204.3,1911241,246
570,2,0,8/15/2014,TRUE,597.3,1985629,247
47890,3,0,7/26/2014,TRUE,11,2144377,248
730,0,0,11/24/2022,TRUE,22.7,2203379,249
1551360,2,0,12/12/2021,TRUE,30.3,2673234,250
252490,0,0,6/28/2022,TRUE,496.8,2891263,251
394360,0,0,12/27/2020,TRUE,260.8,3050086,252
1419170,0,0,8/13/2021,TRUE,0.4,3305939,253
377160,0,0,4/7/2019,FALSE,422.6,3441151,254
431960,0,0,7/23/2022,TRUE,10.1,3462753,255
582660,0,0,11/13/2021,TRUE,38.8,3576694,256
238960,0,0,6/12/2022,TRUE,74.6,4014219,257
239030,0,0,2/25/2022,TRUE,17.5,4037723,258
1085660,0,0,5/27/2020,TRUE,593.6,4151435,259
632360,0,0,4/15/2021,TRUE,60.8,4275011,260
250900,0,0,12/18/2019,TRUE,530.2,4360240,261
526870,4,0,9/19/2022,FALSE,356,4592257,262
289070,0,0,8/14/2021,FALSE,6.1,4836830,263
252490,0,0,1/19/2014,TRUE,535.9,5061666,264
1091500,0,0,1/20/2021,TRUE,25.5,5289884,265
244850,0,0,8/9/2021,TRUE,16.4,5414956,266
346110,7,0,2/28/2021,FALSE,116.9,5677609,267
239030,2,0,1/8/2019,TRUE,34.4,5755947,268
270880,7,0,8/16/2017,TRUE,165.9,5772308,269
250900,0,0,3/28/2021,TRUE,594.3,5884941,270
304390,0,0,11/5/2019,TRUE,140.1,5915325,271
230410,0,0,12/22/2015,TRUE,813.1,6132431,272
346110,0,0,4/11/2020,FALSE,566.3,6285113,273
381210,0,2,6/25/2021,TRUE,860.6,6423502,274
250900,0,0,6/30/2019,TRUE,127.7,6462948,275
261550,0,0,11/2/2022,TRUE,65.1,6479577,276
1172470,0,0,11/27/2020,TRUE,655.9,6641409,277
292030,0,3,6/11/2019,TRUE,297.1,6728360,278
1174180,0,0,11/26/2020,TRUE,64,6908000,279
620980,0,0,1/19/2021,TRUE,13.1,6921780,280
289070,2,0,12/24/2016,FALSE,234.6,7059573,281
271590,0,0,11/27/2022,TRUE,553.1,7163241,282
377160,0,0,5/8/2018,TRUE,200.7,7222128,283
440900,0,0,7/1/2020,TRUE,269.9,7291153,284
578080,0,0,7/18/2021,TRUE,696,7467278,285
306130,0,0,12/28/2020,TRUE,174.3,7651417,286
815370,0,0,6/25/2020,TRUE,28.4,7721484,287
1151340,0,0,11/25/2020,TRUE,427.8,7941155,288
552990,0,0,2/3/2019,TRUE,484.5,8042412,289
236390,0,0,1/23/2022,FALSE,460.5,8080349,290
291550,0,0,10/30/2020,FALSE,416.4,8117736,291
381210,0,0,8/9/2021,TRUE,831.2,8122197,292
1174180,0,0,7/25/2021,TRUE,0.3,8144188,293
578080,0,0,5/23/2018,TRUE,14.1,8160426,294
1085660,0,0,12/1/2019,TRUE,111.4,8243048,295
1085660,0,0,1/4/2021,TRUE,373.4,8558109,296
1172620,0,0,7/21/2022,TRUE,16.3,8742976,297
376210,0,0,7/3/2022,TRUE,5.8,8754226,298
271590,0,0,12/25/2021,TRUE,101.2,8967751,299
431960,0,0,1/25/2022,TRUE,166.5,9269740,300
1599340,0,0,2/17/2022,TRUE,97.9,9323240,301
552990,0,0,3/14/2020,TRUE,27.4,9369585,302
236390,2,0,12/14/2022,FALSE,88.5,9392041,303
431960,0,0,9/7/2021,TRUE,54.9,9417270,304
438100,0,0,7/29/2022,FALSE,6.3,9838791,305
304390,0,0,2/3/2021,TRUE,265.8,9908214,306
1259420,3,0,12/27/2021,TRUE,45.6,10031559,307
275850,0,0,11/1/2019,TRUE,154.7,10130598,308
431960,0,0,8/7/2020,TRUE,78,10311988,309
518790,0,0,11/27/2017,TRUE,6.2,10554160,310
107410,0,0,9/14/2017,TRUE,293,10608186,311
261550,0,0,11/25/2020,TRUE,177.6,10623024,312
1361210,0,0,11/24/2022,TRUE,66.7,10869992,313
546560,0,0,12/25/2021,TRUE,20.4,10902919,314
42700,0,0,10/2/2011,TRUE,132.4,11130932,315
975370,3,0,12/7/2022,TRUE,177,11202425,316
546560,0,0,3/23/2020,TRUE,8.2,11401360,317
1245620,0,0,3/6/2022,TRUE,133.2,11414239,318
1085660,0,0,2/18/2020,TRUE,414.3,11433114,319
275850,0,0,12/13/2019,TRUE,133.5,11462861,320
275850,0,0,6/22/2021,TRUE,247.2,11521545,321
570,3,0,11/25/2013,TRUE,513.5,11564023,322
578080,2,0,7/27/2017,FALSE,211.5,11634715,323
394360,0,0,2/3/2021,TRUE,163.3,11666722,324
440900,0,0,7/1/2019,TRUE,829.3,11675920,325
236390,0,0,8/29/2021,FALSE,70.5,11722673,326
275850,0,0,8/14/2016,TRUE,149.1,11808365,327
976730,0,0,1/3/2020,TRUE,137.6,11853888,328
275850,0,0,4/17/2020,TRUE,197.4,12375507,329
686810,76,2,2/8/2020,TRUE,35.8,12537537,330
1794680,0,0,10/22/2022,TRUE,126.7,12594708,331
534380,0,0,3/9/2022,TRUE,66.6,12638798,332
292030,0,0,11/21/2018,TRUE,77.2,12805436,333
1151340,0,0,11/5/2021,TRUE,18.8,12917909,334
244210,0,0,1/7/2022,TRUE,183.3,12982768,335
730,2,0,9/3/2018,TRUE,740.8,13049788,336
1091500,0,0,9/7/2022,TRUE,419.5,13098784,337
1938090,0,0,11/11/2022,TRUE,88.8,13330978,338
252490,0,0,10/13/2021,TRUE,780.3,13485495,339
394360,0,0,5/10/2022,TRUE,175.4,13555840,340
284160,0,0,3/30/2021,TRUE,39.5,13617475,341
252490,0,0,5/27/2022,TRUE,622,13629805,342
730,0,0,1/4/2021,FALSE,641.2,13752328,343
489830,9,3,10/16/2017,FALSE,126.1,13946416,344
1361210,0,0,11/27/2022,TRUE,45.4,14087206,345
271590,0,0,11/19/2019,TRUE,272.5,14126252,346
304390,0,0,2/26/2020,TRUE,8,14135928,347
218620,0,0,6/12/2017,TRUE,33.2,14160033,348
730,0,0,7/12/2021,TRUE,755.6,14246471,349
233860,0,0,1/26/2022,TRUE,28.7,14257978,350
397540,0,0,4/4/2020,FALSE,39.2,14274261,351
1174180,0,0,2/1/2021,TRUE,433.9,8606525,352
1172620,0,0,5/14/2022,TRUE,56.4,13625526,353
648800,0,0,11/5/2022,TRUE,5,79994,354
1938090,0,0,12/2/2022,TRUE,302.2,188838,355
1244460,0,0,11/11/2021,TRUE,51.3,234870,356
289070,7,0,2/11/2019,FALSE,1.5,316788,357
255710,0,0,6/18/2021,TRUE,0.4,331537,358
244850,0,0,6/29/2022,TRUE,58.5,376523,359
376210,0,0,1/31/2021,TRUE,73.9,850928,360
1943950,0,0,10/8/2022,TRUE,4.7,867064,361
107410,0,0,6/6/2016,TRUE,492.1,908103,362
377160,0,0,7/6/2020,TRUE,443.7,1049325,363
1172470,0,0,1/9/2021,TRUE,36.1,1194057,364
381210,4,0,1/23/2018,FALSE,134.7,1208568,365
1250410,0,0,8/25/2020,TRUE,391.6,1258989,366
1174180,0,0,1/10/2020,TRUE,279.6,1326101,367
1086940,0,0,10/11/2020,TRUE,122.3,1361778,368
216150,64,3,6/24/2017,TRUE,420.9,1368662,369
107410,0,0,4/14/2020,TRUE,504.9,1402396,370
1332010,0,0,7/19/2022,TRUE,3.4,1502031,371
1203220,0,0,8/17/2021,TRUE,47.4,1606955,372
1174180,0,0,10/10/2022,TRUE,284.3,1622767,373
431960,0,0,6/19/2022,TRUE,8.4,1639165,374
397540,0,0,6/22/2021,TRUE,54.5,1844428,375
275850,0,0,7/17/2020,TRUE,47.5,1978160,376
1144200,0,0,5/30/2022,TRUE,36.6,2075717,377
250900,0,0,11/24/2016,TRUE,666.6,2205346,378
252490,0,0,11/24/2022,TRUE,54.6,2268180,379
438100,0,0,5/27/2022,TRUE,9.8,2379652,380
250900,0,0,2/9/2022,TRUE,579.4,2511774,381
261550,0,0,5/7/2021,TRUE,181,2541054,382
1919590,8,0,9/9/2022,FALSE,3.2,2591547,383
703080,0,0,12/20/2020,TRUE,492,2622219,384
252490,0,0,2/2/2022,TRUE,238.4,2641879,385
1144200,0,0,2/3/2022,TRUE,19.3,2876823,386
1196590,0,0,10/16/2022,TRUE,16.4,2909043,387
518790,2,0,8/2/2019,TRUE,18.4,3003185,388
570,12,3,3/31/2021,TRUE,103.7,3037714,389
635260,0,0,7/7/2022,FALSE,0.1,3046957,390
304390,0,0,11/9/2020,FALSE,493.3,3090675,391
394360,0,0,5/25/2018,TRUE,744.4,3109614,392
1174180,0,0,1/5/2022,TRUE,23.7,3292704,393
730,2,0,7/4/2019,TRUE,837.8,3348165,394
374320,0,0,3/21/2021,TRUE,77.9,3372148,395
244210,0,0,11/29/2021,TRUE,85.7,3492882,396
1203220,0,0,4/13/2022,TRUE,566.7,3505285,397
218620,244,5,10/15/2015,FALSE,16.4,3586930,398
105600,0,0,11/8/2021,TRUE,790.7,3645812,399
252490,0,0,8/26/2022,FALSE,296.7,3890932,400
570,0,0,2/25/2022,TRUE,218.5,4014143,401
306130,0,0,12/7/2018,TRUE,217.5,4398058,402
250900,4,4,9/1/2018,FALSE,247,4676488,403
1599340,0,0,3/8/2022,TRUE,202.5,4780843,404
546560,2,0,11/13/2020,TRUE,11.9,4856232,405
1222140,0,0,9/10/2022,TRUE,21.1,4895077,406
435150,0,0,1/8/2020,TRUE,185.7,4926472,407
292030,5,0,6/30/2015,FALSE,20.7,5013474,408
599140,0,0,4/15/2020,TRUE,36.1,5024534,409
250900,0,0,12/6/2021,TRUE,756.5,5123315,410
270880,0,0,2/14/2016,TRUE,21,5200367,411
107410,2,0,1/10/2015,TRUE,982.1,5277956,412
107410,0,0,11/26/2019,TRUE,53.1,5290884,413
292030,0,0,4/23/2017,TRUE,87.4,5317109,414
227300,2,0,12/21/2014,TRUE,130.9,5364714,415
359550,0,0,5/16/2018,TRUE,101.7,5742448,416
1938090,0,0,12/22/2022,FALSE,192.8,5929717,417
1824220,0,0,12/18/2022,TRUE,27.4,5970076,418
613100,0,0,5/18/2018,FALSE,0.2,6051114,419
238960,0,0,11/23/2018,TRUE,8.5,6143932,420
306130,0,0,11/25/2016,TRUE,69.4,6170965,421
435150,83,0,12/15/2017,TRUE,199.9,6334645,422
1794680,0,0,11/25/2022,TRUE,2.9,6383291,423
489830,6,0,2/17/2017,TRUE,99.2,6429226,424
275850,0,0,10/10/2020,TRUE,13.6,6484333,425
239030,0,0,2/16/2016,TRUE,9,6542563,426
620980,0,2,7/31/2020,TRUE,18.5,6642770,427
218620,2,0,4/13/2018,FALSE,0.2,6671338,428
526870,0,0,9/19/2020,TRUE,187,6849203,429
230410,0,0,12/3/2016,TRUE,10.2,6982610,430
1250410,0,0,11/23/2022,TRUE,40.5,6982679,431
39210,0,0,8/3/2021,TRUE,169.4,7081117,432
275850,0,0,8/14/2016,TRUE,61.8,7152739,433
686810,2,0,8/6/2019,TRUE,33.6,7370339,434
306130,0,0,11/27/2021,TRUE,41.5,7498379,435
377160,0,0,11/23/2017,TRUE,29.5,7516292,436
394360,0,0,4/19/2021,TRUE,544,7520804,437
275850,13,0,10/30/2017,TRUE,17.3,7531028,438
730,3,0,5/21/2016,TRUE,81.9,7614491,439
509980,0,0,2/29/2020,TRUE,20.8,7617602,440
289070,0,0,1/24/2022,TRUE,48,7623682,441
266410,0,0,10/30/2015,TRUE,157,7654118,442
534380,0,0,2/7/2022,TRUE,28.5,7688800,443
570,2,0,12/22/2015,TRUE,408.7,7813401,444
304390,2,0,4/25/2019,TRUE,271.1,7928796,445
1174180,0,0,3/25/2020,TRUE,65.4,7996300,446
218620,0,0,4/2/2020,TRUE,46.4,8042601,447
1174180,0,0,11/6/2021,TRUE,42.1,8162614,448
270880,0,0,7/30/2022,TRUE,4.4,8177144,449
377160,0,0,2/20/2021,FALSE,154.9,8473070,450
1245620,0,0,3/3/2022,TRUE,133.8,8546446,451
1174180,7,0,9/26/2020,TRUE,5.3,8710543,452
620980,0,0,6/9/2022,TRUE,220.6,8821200,453
107410,0,0,12/20/2013,TRUE,158.4,8949080,454
1938090,0,0,12/4/2022,FALSE,150,8951161,455
632360,0,0,4/1/2021,TRUE,207.4,8959707,456
730,3,0,1/6/2019,TRUE,712.9,9008130,457
261550,0,0,11/26/2022,TRUE,4.8,9114622,458
1158310,0,0,9/19/2020,TRUE,89.1,9286830,459
381210,2,0,9/24/2018,TRUE,679.3,9357462,460
397540,0,0,7/9/2020,TRUE,92,9375025,461
1426210,0,0,12/22/2021,TRUE,14.6,9381640,462
686810,0,0,11/23/2021,TRUE,56.9,9634444,463
435150,0,0,6/30/2019,TRUE,230.9,9732714,464
236390,0,0,2/8/2021,TRUE,37.5,10076003,465
546560,0,0,7/19/2022,TRUE,18.7,10120440,466
311210,0,0,11/6/2015,FALSE,1.2,10136544,467
291550,0,0,12/26/2020,TRUE,14.4,10493048,468
236390,0,0,9/12/2018,TRUE,975.7,10608298,469
289070,0,0,6/27/2021,FALSE,332,10715282,470
218620,6,0,10/17/2015,FALSE,7.4,10739986,471
236390,12,0,12/21/2020,FALSE,162.6,10784605,472
105600,0,0,7/13/2021,TRUE,194.2,10845772,473
570,3,0,6/22/2014,TRUE,445.1,10909315,474
1290000,0,0,11/27/2021,TRUE,25.3,11002615,475
730,0,0,5/24/2020,TRUE,929,11022270,476
304390,5,0,8/6/2020,FALSE,5.1,11024894,477
291550,0,0,12/11/2021,FALSE,912.3,11068971,478
251570,2,0,4/1/2017,TRUE,571,11350275,479
250900,0,0,5/19/2022,TRUE,472.8,13953811,480
440900,0,0,4/19/2021,TRUE,193.2,13962823,481
552500,0,0,8/1/2020,TRUE,895.3,13973024,482
